"VariableMatch" "Lower" "Estimate" "Upper"
"3239" "9153" -1449904 -1187004 -924104
"3240" "9155" -1579651 -1142784 -705917
"3241" "9161" -1743091 -1444265 -1145439
"3242" "9162" -1487612 -1148829 -810046
"3243" "9163" -1532020 -1193056 -854092
"3244" "9164" -1722441 -1285474 -848507
"3245" "9166" -1304526 -1041731 -778936
"3246" "9171" -1693193 -1416385 -1139577
"3247" "9172" -1458782 -1232348 -1005914
"3248" "9175" -1729008 -1292015 -855022
"3249" "9176" -1680499 -1243506 -806513
"3250" "9178" -1561282 -1298493 -1035704
"3251" "9201" -1367733 -1157486 -947239
"3252" "9202" -1373322 -1166735 -960148
"3253" "9203" -1356022 -1151431 -946840
"3254" "9204" -1393862 -1183606 -973350
"3255" "9205" -1382266 -1168976 -955686
"3256" "9206" -1711514 -1372519 -1033524
"3257" "9207" -1361202 -1155759 -950316
"3258" "9212" -1435943 -1195944 -955945
"3259" "9213" -1412711 -1135724 -858737
"3260" "9215" -1834072 -1397120 -960168
"3261" "9216" -1473943 -1233884 -993825
"3262" "9217" -1885263 -1448291 -1011319
"3263" "9218" -1469739 -1224041 -978343
"3264" "9219" -1536481 -1283317 -1030153
"3265" "9221" -1549338 -1250431 -951524
"3266" "9222" -1603180 -1264071 -924962
"3267" "9223" -1475246 -1212504 -949762
"3268" "9231" -1362609 -1147665 -932721
"3269" "9233" -1439645 -1186727 -933809
"3270" "9241" -1411845 -1199842 -987839
"3271" "9243" -1456140 -1210419 -964698
"3272" "9244" -1405468 -1176536 -947604
"3273" "9245" -1479843 -1257435 -1035027
"3274" "9247" -1452857 -1237940 -1023023
"3275" "9248" -1622134 -1345081 -1068028
"3276" "9249" -1413439 -1173017 -932595
"3277" "9251" -1376232 -1170813 -965394
"3278" "9254" -1384290 -1175774 -967258
"3279" "9255" -1400289 -1184467 -968645
"3280" "9256" -1440067 -1194440 -948813
"3281" "9257" -1449155 -1232290 -1015425
"3282" "9258" -1422937 -1182890 -942843
"3283" "9261" -1363801 -1134826 -905851
"3284" "9262" -1473914 -1233824 -993734
"3285" "9263" -1413581 -1181566 -949551
"3286" "9264" -1491175 -1152267 -813359
"3287" "9265" -1562576 -1299783 -1036990
"3288" "9269" -1407188 -1192264 -977340
"3289" "9271" -1437293 -1205294 -973295
"3290" "9281" -1425349 -1206051 -986753
"3291" "9283" -1533688 -1280676 -1027664
"3292" "9284" -1489412 -1212480 -935548
"3293" "9285" -1461510 -1232573 -1003636
"3294" "9286" -1410815 -1147990 -885165
"3295" "9287" -1449645 -1214042 -978439
"3296" "9288" -1397178 -1187836 -978494
"3297" "9289" -1513623 -1289343 -1065063
"3298" "9291" -1385446 -1166126 -946806
"3299" "9293" -1508839 -1209787 -910735
"3300" "9294" -1433534 -1156592 -879650
"3301" "9295" -1566100 -1289305 -1012510
"3302" "9296" -1679131 -1242002 -804873
"3303" "9298" -1420814 -1191899 -962984
"3304" "9301" -1358691 -1152591 -946491
"3305" "9302" -1371677 -1149275 -926873
"3306" "9304" -1515036 -1216089 -917142
"3307" "9305" -1600374 -1301376 -1002378
"3308" "9307" -1598511 -1161388 -724265
"3309" "9311" -1400425 -1174005 -947585
"3310" "9312" -1544114 -1281314 -1018514
"3311" "9313" -1680822 -1341895 -1002968
"3312" "9315" -1483464 -1184312 -885160
"3313" "9321" -1369055 -1149757 -930459
"3314" "9331" -1367094 -1153772 -940450
"3315" "9333" -1390061 -952945 -515829
"3316" "9335" -1575315 -1138326 -701337
"3317" "9336" -1718196 -1281158 -844120
"3318" "9337" -1586676 -1149573 -712470
"3319" "9341" -1427440 -1174468 -921496
"3320" "9342" -1438623 -1175852 -913081
"3321" "9343" -1659717 -1222713 -785709
"3322" "9351" -1359629 -1153043 -946457
"3323" "9354" -1389575 -1153905 -918235
"3324" "9355" -1619824 -1280814 -941804
"3325" "9356" -1370448 -1134850 -899252
"3326" "9362" -1659708 -1320905 -982102
"3327" "9363" -1383966 -1169028 -954090
"3328" "9365" -1767090 -1489878 -1212666
"3329" "9367" -1488454 -1211560 -934666
"3330" "9401" -1294259 -1082451 -870643
"3331" "9402" -1360526 -1148607 -936688
"3332" "9403" -1341440 -1136627 -931814
"3333" "9404" -1392947 -1174966 -956985
"3334" "9405" -1355172 -1147330 -939488
"3335" "9406" -1372382 -1167572 -962762
"3336" "9407" -1344172 -1139544 -934916
"3337" "9408" -1339802 -1136597 -933392
"3338" "9411" -1377283 -1173124 -968965
"3339" "9412" -1438364 -1175570 -912776
"3340" "9413" -1393860 -1178957 -964054
"3341" "9414" -1704783 -1464586 -1224389
"3342" "9415" -1511483 -1234431 -957379
"3343" "9416" -1515220 -1238209 -961198
"3344" "9417" -1486291 -1233257 -980223
"3345" "9418" -1493974 -1258384 -1022794
"3346" "9419" -1626680 -1349527 -1072374
"3347" "9421" -1416973 -1205636 -994299
"3348" "9422" -1424061 -1218400 -1012739
"3349" "9423" -1517395 -1288388 -1059381
"3350" "9431" -1382402 -1166557 -950712
"3351" "9433" -1679031 -1340270 -1001509
"3352" "9436" -1671465 -1332633 -993801
"3353" "9437" -1706947 -1269859 -832771
"3354" "9439" -1680228 -1381349 -1082470
"3355" "9441" -1557373 -1280432 -1003491
"3356" "9442" -1552294 -1289453 -1026612
"3357" "9443" -2195008 -1895686 -1596364
"3358" "9444" -1775536 -1543287 -1311038
"3359" "9448" -1780614 -1343624 -906634
"3360" "9449" -1574781 -1137874 -700967
"3361" "9451" -1351590 -1139043 -926496
"3362" "9454" -1556501 -1217713 -878925
"3363" "9459" -1669658 -1232574 -795490
"3364" "9461" -1409855 -1201708 -993561
"3365" "9462" -1483470 -1268506 -1053542
"3366" "9463" -1442064 -1223981 -1005898
"3367" "9464" -1550153 -1211159 -872165
"3368" "9465" -1527142 -1250224 -973306
"3369" "9466" -1308259 -1068105 -827951
"3370" "9467" -1554766 -1292058 -1029350
"3371" "9468" -1386749 -1162473 -938197
"3372" "9469" -1413288 -1150529 -887770
"3373" "9471" -1340928 -1131172 -921416
"3374" "9472" -1354661 -1122741 -890821
"3375" "9473" -1698699 -1399787 -1100875
"3376" "9475" -1328092 -1028933 -729774
"3377" "9479" -1394671 -1141747 -888823
"3378" "9481" -1355592 -1144254 -932916
"3379" "9482" -1400757 -1187466 -974175
"3380" "9483" -1817967 -1541049 -1264131
"3381" "9484" -1687242 -1250158 -813074
"3382" "9486" -2208208 -1769224 -1330240
"3383" "9491" -1602312 -1303288 -1004264
"3384" "9493" -1453347 -1190395 -927443
"3385" "9494" -1566740 -1228039 -889338
"3386" "9496" -1568542 -1131480 -694418
"3387" "9497" -1442725 -1143697 -844669
"3388" "9501" -1424194 -1216686 -1009178
"3389" "9502" -1442413 -1231066 -1019719
"3390" "9503" -1474982 -1266715 -1058448
"3391" "9511" -1473636 -1244691 -1015746
"3392" "9512" -1553826 -1214974 -876122
"3393" "9514" -1480768 -1271431 -1062094
"3394" "9515" -1504467 -1241583 -978699
"3395" "9521" -1486112 -1274720 -1063328
"3396" "9523" -1556700 -1217499 -878298
"3397" "9524" -1479363 -1180330 -881297
"3398" "9525" -1487015 -1234070 -981125
"3399" "9526" -1817370 -1380196 -943022
"3400" "9528" -1577305 -1341655 -1106005
"3401" "9531" -1445848 -1231834 -1017820
"3402" "9533" -1560378 -1297641 -1034904
"3403" "9534" -1893956 -1456727 -1019498
"3404" "9536" -1576250 -1277239 -978228
"3405" "9537" -1873085 -1534260 -1195435
"3406" "9541" -1518998 -1306342 -1093686
"3407" "9545" -1546281 -1293196 -1040111
"3408" "9551" -1602952 -1387981 -1173010
"3409" "9561" -1444681 -1243694 -1042707
"3410" "9563" -1476225 -1236162 -996099
"3411" "9566" -1723946 -1424885 -1125824
"3412" "9571" -1443237 -1222448 -1001659
"3413" "9573" -1531244 -1254226 -977208
"3414" "9574" -1712526 -1373646 -1034766
"3415" "9581" -1467472 -1262598 -1057724
"3416" "9584" -1509348 -1269314 -1029280
"3417" "9585" -1596516 -1159401 -722286
"3418" "9591" -1504756 -1283915 -1063074
"3419" "9601" -1416161 -1211494 -1006827
"3420" "9602" -1388697 -1184853 -981009
"3421" "9603" -1394789 -1185911 -977033
"3422" "9605" -1476365 -1244287 -1012209
"3423" "9606" -1388556 -1169353 -950150
"3424" "9607" -1418557 -1189552 -960547
"3425" "9608" -1578902 -1316142 -1053382
"3426" "9611" -1400252 -1198065 -995878
"3427" "9613" -1400452 -1061714 -722976
"3428" "9615" -1502319 -1279930 -1057541
"3429" "9616" -1467775 -1190757 -913739
"3430" "9617" -1340138 -1128191 -916244
"3431" "9618" -1624109 -1187117 -750125
"3432" "9619" -1441992 -1217711 -993430
"3433" "9621" -1462347 -1238120 -1013893
"3434" "9622" -1797380 -1360417 -923454
"3435" "9625" -1482598 -1183597 -884596
"3436" "9626" -1523290 -1303929 -1084568
"3437" "9627" -1513580 -1250769 -987958
"3438" "9628" -1548826 -1271842 -994858
"3439" "9629" -1801081 -1363789 -926497
"3440" "9631" -1585776 -1322991 -1060206
"3441" "9635" -1483524 -1257060 -1030596
"3442" "9636" -1449939 -1240985 -1032031
"3443" "9641" -1407556 -1204585 -1001614
"3444" "9642" -1379361 -1177578 -975795
"3445" "9644" -1439150 -1214847 -990544
"3446" "9645" -1430177 -1225149 -1020121
"3447" "9646" -1412277 -1192996 -973715
"3448" "9648" -1472135 -1271016 -1069897
"3449" "9649" -1443685 -1238247 -1032809
"3450" "9651" -1478135 -1251698 -1025261
"3451" "9654" -1577570 -1337410 -1097250
"3452" "9656" -1544139 -1281382 -1018625
"3453" "9658" -1494673 -1231752 -968831
"3454" "9659" -1525272 -1289289 -1053306
"3455" "9661" -1490294 -1263774 -1037254
"3456" "9663" -1522365 -1316427 -1110489
"3457" "9665" -1439891 -1236277 -1032663
"3458" "9671" -1406961 -1201938 -996915
"3459" "9672" -1555810 -1293024 -1030238
"3460" "9673" -1412102 -1198030 -983958
"3461" "9674" -1377485 -1164894 -952303
"3462" "9675" -1392258 -1187943 -983628
"3463" "9677" -1428301 -1205758 -983215
"3464" "9678" -1499313 -1263659 -1028005
"3465" "9679" -1468236 -1250174 -1032112
"3466" "9681" -1440586 -1225641 -1010696
"3467" "9682" -1456912 -1216783 -976654
"3468" "9684" -1529383 -1320821 -1112259
"3469" "9685" -1476351 -1249758 -1023165
"3470" "9686" -1477788 -1265850 -1053912
"3471" "9687" -1869935 -1432571 -995207
"3472" "9688" -1603978 -1327091 -1050204
"3473" "9693" -1517244 -1308808 -1100372
"3474" "9695" -1510686 -1288233 -1065780
"3475" "9696" -1478549 -1139817 -801085
"3476" "9697" -1460307 -1249500 -1038693
"3477" "9698" -1553478 -1329183 -1104888
"3478" "9699" -1717744 -1488559 -1259374
"3479" "9711" -1207472 -954515 -701558
"3480" "9712" -1246860 -993762 -740664
"3481" "9713" -1263092 -1034235 -805378
"3482" "9716" -1482451 -1045586 -608721
"3483" "9717" -1322095 -1023208 -724321
"3484" "9718" -1351998 -1116606 -881214
"3485" "9721" -1287361 -1047400 -807439
"3486" "9722" -1300308 -1073919 -847530
"3487" "9723" -1436280 -1137297 -838314
"3488" "9724" -1223504 -1005431 -787358
"3489" "9725" -1476623 -1039625 -602627
"3490" "9726" -1363934 -1065407 -766880
"3491" "9727" -1466061 -1029196 -592331
"3492" "9728" -1294658 -1065694 -836730
"3493" "9731" -1346190 -1117664 -889138
"3494" "9732" -1361241 -1125654 -890067
"3495" "9733" -1399988 -1123128 -846268
"3496" "9734" -1344155 -1067339 -790523
"3497" "9735" -1435005 -1096322 -757639
"3498" "9736" -1360568 -1131645 -902722
"3499" "9737" -1344594 -1125307 -906020
"3500" "9738" -1894863 -1457895 -1020927
"3501" "9741" -1401910 -1103025 -804140
"3502" "9742" -1349484 -1086869 -824254
"3503" "9743" -1342802 -1124825 -906848
"3504" "9744" -1320579 -1080538 -840497
"3505" "9745" -1394778 -1141882 -888986
"3506" "9746" -1342471 -1123145 -903819
"3507" "9751" -1213236 -1003933 -794630
"3508" "9752" -1154777 -946656 -738535
"3509" "9753" -1283186 -1060843 -838500
"3510" "9755" -1179327 -880388 -581449
"3511" "9756" -1419881 -1190821 -961761
"3512" "9761" -1298862 -1089098 -879334
"3513" "9765" -1322056 -1086464 -850872
"3514" "9766" -1274886 -1052482 -830078
"3515" "9771" -1403451 -1163396 -923341
"3516" "9774" -1495029 -1156319 -817609
"3517" "9781" -1355980 -1141923 -927866
"3518" "9784" -1577166 -1140151 -703136
"3519" "9785" -1369848 -1070860 -771872
"3520" "9791" -1430651 -1212611 -994571
"3521" "9792" -1489433 -1253809 -1018185
"3522" "9793" -1595797 -1158719 -721641
"3523" "9794" -1870228 -1531132 -1192036
"3524" "9795" -1594928 -1318018 -1041108
"3525" "9796" -1654089 -1216892 -779695
"3526" "9797" -1485933 -1147141 -808349
"3527" "9798" -1440957 -1164075 -887193
"3528" "9801" -1485856 -1263507 -1041158
"3529" "9804" -1397515 -1151741 -905967
"3530" "9805" -1585304 -1148399 -711494
"3531" "9811" -1581276 -1242516 -903756
"3532" "9821" -1481094 -1204231 -927368
"3533" "9822" -1548192 -1111260 -674328
"3534" "9824" -1430093 -1153091 -876089
"3535" "9827" -1739745 -1302698 -865651
"3536" "9828" -1504401 -1258727 -1013053
"3537" "9831" -1457005 -1158106 -859207
"3538" "9832" -1646006 -1346778 -1047550
"3539" "9833" -1633026 -1196094 -759162
"3540" "9842" -1515134 -1238242 -961350
"3541" "9843" -1435295 -1220365 -1005435
"3542" "9844" -1638119 -1201231 -764343
"3543" "9845" -1687800 -1410881 -1133962
"3544" "9851" -1461436 -1198663 -935890
"3545" "9853" -1501992 -1261931 -1021870
"3546" "9861" -1393582 -1180287 -966992
"3547" "9862" -1499515 -1237001 -974487
"3548" "9863" -1493511 -1216581 -939651
"3549" "9864" -1468978 -1228792 -988606
"3550" "9865" -1388370 -1165966 -943562
"3551" "9866" -1430389 -1198302 -966215
"3552" "9871" -1547170 -1208403 -869636
"3553" "9873" -1584062 -1343990 -1103918
"3554" "9881" -1804428 -1367473 -930518
"3555" "9882" -1437780 -1192149 -946518
"3556" "9883" -1443201 -1220835 -998469
"3557" "9885" -1549582 -1210819 -872056
"3558" "9886" -1637563 -1200676 -763789
"3559" "9891" -1417522 -1164554 -911586
"3560" "9893" -1605400 -1168506 -731612
"3561" "9901" -1406769 -1196533 -986297
"3562" "9902" -1379626 -1169346 -959066
"3563" "9903" -1477207 -1237111 -997015
"3564" "9905" -1489999 -1249982 -1009965
"3565" "9906" -1490019 -1213169 -936319
"3566" "9907" -1712968 -1374180 -1035392
"3567" "9908" -1630650 -1193714 -756778
"3568" "9909" -1561965 -1330004 -1098043
"3569" "9911" -1690235 -1253346 -816457
"3570" "9912" -1625575 -1286679 -947783
"3571" "9913" -1586080 -1247258 -908436
"3572" "9914" -1421682 -1158778 -895874
"3573" "9915" -1471069 -1218180 -965291
"3574" "9917" -1536170 -1273331 -1010492
"3575" "9918" -1447168 -1170075 -892982
"3576" "9919" -1446216 -1214166 -982116
"3577" "9921" -1479795 -1244182 -1008569
"3578" "9922" -1609524 -1172636 -735748
"3579" "9923" -1807395 -1370550 -933705
"3580" "9931" -1464013 -1235064 -1006115
"3581" "9932" -1383381 -1176767 -970153
"3582" "9933" -1395391 -1185120 -974849
"3583" "9934" -1389274 -1177946 -966618
"3584" "9936" -1408228 -1187474 -966720
"3585" "9937" -1513004 -1213827 -914650
"3586" "9943" -1737123 -1438085 -1139047
"3587" "9944" -1442316 -1215877 -989438
"3588" "9945" -1473603 -1256720 -1039837
"3589" "9946" -1429586 -1203134 -976682
"3590" "9947" -1801144 -1364162 -927180
"3591" "9948" -1516998 -1240023 -963048
"3592" "9949" -1642610 -1364501 -1086392
"3593" "9951" -1376718 -1165393 -954068
"3594" "9953" -1421260 -1194779 -968298
"3595" "9955" -1697425 -1260261 -823097
"3596" "9956" -1516064 -1239183 -962302
"3597" "9959" -1469968 -1192883 -915798
"3598" "9962" -1610472 -1173456 -736440
"3599" "9963" -1545833 -1268835 -991837
"3600" "9964" -1503989 -1227085 -950181
"3601" "9965" -1467130 -1235128 -1003126
"3602" "9966" -1618806 -1181727 -744648
"3603" "9967" -1444898 -1224152 -1003406
"3604" "9968" -1510022 -1247206 -984390
"3605" "9971" -1521501 -1300751 -1080001
"3606" "9974" -1507828 -1169137 -830446
"3607" "9975" -1478354 -1201391 -924428
"3608" "9976" -1479791 -1202906 -926021
"3609" "9977" -1589083 -1250354 -911625
"3610" "9978" -1608326 -1171394 -734462
"3611" "9981" -1513199 -1300592 -1087985
"3612" "9982" -1452713 -1230344 -1007975
"3613" "9983" -1645579 -1413494 -1181409
"3614" "9984" -1473158 -1227417 -981676
"3615" "9987" -1553565 -1276654 -999743
"3616" "9988" -1551607 -1298625 -1045643
"3617" "9989" -1471164 -1258569 -1045974
"3618" "9991" -1550629 -1314979 -1079329
"3619" "9992" -1623178 -1186204 -749230
"3620" "9995" -1479764 -1226684 -973604
"3621" "9996" -1664694 -1227702 -790710
"3622" "9997" -1659409 -1222517 -785625
